human_gene_id,entrez_id,sysid_id,chromosome_location,gene_type_id,gene_symbol,gene_description,gene_synonyms,omim_id,ensembl_id,hprd_id,hgnc_id,hpsd,human_gene_remark
2417,1173,SysID_1957,3q27.1,1,AP2M1,"adaptor related protein complex 2 subunit mu 1","AP50, CLAPM1, MRD60, mu2",601024,ENSG00000161203,03014,564,1,
2418,1781,SysID_1958,2q31.1,1,DYNC1I2,"dynein cytoplasmic 1 intermediate chain 2","DIC74, DNCI2, IC2, NEDMIBA",603331,ENSG00000077380,04512,2964,1,
2419,91801,SysID_1959,11q22.3,1,ALKBH8,"alkB homolog 8, tRNA methyltransferase","ABH8, MRT71, TRM9, TRMT9, TRMT9A",613306,ENSG00000137760,14287,25189,0,
2420,83939,SysID_1960,3q25.1,1,EIF2A,"eukaryotic translation initiation factor 2A","CDA02, EIF-2A, MST089, MSTP004, MSTP089",609234,ENSG00000144895,11739,3254,0,
2421,23379,SysID_1961,5p15.32,1,ICE1,"interactor of little elongation complex ELL subunit 1",KIAA0947,617958,ENSG00000164151,NULL,29154,0,
2422,440073,SysID_1962,12p13.33,1,IQSEC3,"IQ motif and Sec7 domain ArfGEF 3",-,612118,ENSG00000120645,NULL,29193,1,
2423,55558,SysID_1963,Xq28,1,PLXNA3,"plexin A3","6.3, HSSEXGENE, PLXN3, PLXN4, XAP-6",300022,ENSG00000130827,02062,9101,1,
2424,55181,SysID_1964,17q22,1,SMG8,"SMG8 nonsense mediated mRNA decay factor",C17orf71,613175,ENSG00000167447,08551,25551,0,
2425,55627,SysID_1965,2q21.1,1,SMPD4,"sphingomyelin phosphodiesterase 4","NEDMABA, NEDMEBA, NET13, NSMASE-3, NSMASE3, SKNY",610457,ENSG00000136699,13374,32949,0,
2426,7161,SysID_1966,1p36.32,1,TP73,"tumor protein p73",P73,601990,ENSG00000078900,03587,12003,0,
2427,90249,SysID_1967,5q35.2,1,UNC5A,"unc-5 netrin receptor A",UNC5H1,607869,ENSG00000113763,NULL,12567,0,
2428,8615,SysID_1968,4q21.1,1,USO1,"USO1 vesicle transport factor","P115, TAP, VDP",603344,ENSG00000138768,09135,30904,1,
2429,55531,SysID_1969,11q22.3,1,ELMOD1,"ELMO domain containing 1",-,615456,ENSG00000110675,10934,25334,0,
2430,1327,SysID_1970,16q24.1,1,COX4I1,"cytochrome c oxidase subunit 4I1","COX IV-1, COX4, COX4-1, COXIV, COXIV-1, MC4DN16",123864,ENSG00000131143,00466,2265,1,
2431,80036,SysID_1971,9q21.12-q21.13,1,TRPM3,"transient receptor potential cation channel subfamily M member 3","GON-2, LTRPC3, MLSN2",608961,ENSG00000083067,10605,17992,0,
2432,1841,SysID_1972,2q37.3,1,DTYMK,"deoxythymidylate kinase","CDC8, PP3731, TMPK, TYMK",188345,ENSG00000168393,01773,3061,0,
2433,23761,SysID_1973,22q12.2,1,PISD,"phosphatidylserine decarboxylase","DJ858B16, LIBF, PSD, PSDC, PSSC, dJ858B16.2",612770,ENSG00000241878,17854,8999,0,
2434,8737,SysID_1974,6p25.2,1,RIPK1,"receptor interacting serine/threonine kinase 1","AIEFL, IMD57, RIP, RIP-1, RIP1",603453,ENSG00000137275,04583,10019,0,
2435,8192,SysID_1975,19p13.3,1,CLPP,"caseinolytic mitochondrial matrix peptidase proteolytic subunit","DFNB81, PRLTS3",601119,ENSG00000125656,03074,2084,0,
2436,10531,SysID_1976,10p15.2,1,PITRM1,"pitrilysin metallopeptidase 1","MP1, PreP",618211,ENSG00000107959,07142,17663,0,
2437,6584,SysID_1977,5q31.1,1,SLC22A5,"solute carrier family 22 member 5","CDSP, OCTN2",603377,ENSG00000197375,04539,10969,0,
2438,8560,SysID_1978,1q42.11,1,DEGS1,"delta 4-desaturase, sphingolipid 1","DEGS, DEGS-1, DES1, Des-1, FADS7, HLD18, MIG15, MLD",615843,ENSG00000143753,13133,13709,0,
2439,116931,SysID_1979,3q25.1,1,MED12L,"mediator complex subunit 12L","NIZIDS, NOPAR, TNRC11L, TRALP, TRALPUSH",611318,ENSG00000144893,10278,16050,0,
2440,2558,SysID_1980,15q12,1,GABRA5,"gamma-aminobutyric acid type A receptor subunit alpha5","DEE79, EIEE79",137142,ENSG00000186297,08840,4079,0,
2441,55617,SysID_1981,20p12.1,1,TASP1,"taspase 1","C20orf13, SULEHS, dJ585I14.2",608270,ENSG00000089123,07460,15859,0,
2442,285195,SysID_1982,3q24,1,SLC9A9,"solute carrier family 9 member A9","AUTS16, NHE9",608396,ENSG00000181804,12226,20653,0,
2443,1947,SysID_1983,Xq13.1,1,EFNB1,"ephrin B1","CFND, CFNS, EFB1, EFL3, EPLG2, Elk-L, LERK2",300035,ENSG00000090776,02072,3226,0,
2444,5789,SysID_1984,9p24.1-p23,1,PTPRD,"protein tyrosine phosphatase receptor type D","HPTP, HPTPD, HPTPDELTA, PTPD, R-PTP-delta, RPTPDELTA",601598,ENSG00000153707,03358,9668,1,
2445,140733,SysID_1985,20p12.1,1,MACROD2,"mono-ADP ribosylhydrolase 2","C20orf133, C2orf133",611567,ENSG00000172264,16640,16126,0,
2446,54738,SysID_1987,2q35,1,FEV,"FEV transcription factor, ETS family member","HSRNAFEV, PET-1",607150,ENSG00000163497,06193,18562,0,
2447,587,SysID_1988,19q13.33,1,BCAT2,"branched chain amino acid transaminase 2","BCAM, BCATM, BCT2, HVLI, PP18",113530,ENSG00000105552,00217,977,0,
2448,321,SysID_1989,15q13.1,1,APBA2,"amyloid beta precursor protein binding family A member 2","D15S1518E, HsT16821, LIN-10, MGC:14091, MINT2, X11-BETA, X11L",602712,ENSG00000034053,04090,579,0,
2449,6897,SysID_1990,5p13.3,1,TARS1,"threonyl-tRNA synthetase 1","TARS, TTD7, ThrRS",187790,ENSG00000113407,01762,11572,0,
2450,5430,SysID_1992,17p13.1,1,POLR2A,"RNA polymerase II subunit A","NEDHIB, POLR2, POLRA, RPB1, RPBh1, RPO2, RPOL2, RpIILS, hRPB220, hsRPB1",180660,ENSG00000181222,08916,9187,0,
2451,128869,SysID_1993,20q11.22,1,PIGU,"phosphatidylinositol glycan anchor biosynthesis class U","CDC91L1, GAB1, GPIBD21, NEDBSS",608528,ENSG00000101464,12250,15791,0,
2453,56257,SysID_1996,7q22.1,1,MEPCE,"methylphosphate capping enzyme",BCDIN3,611478,ENSG00000146834,07889,20247,0,
2454,5361,SysID_1997,3q21.3,1,PLXNA1,"plexin A1","NOV, NOVP, PLEXIN-A1, PLXN1",601055,ENSG00000114554,11868,9099,1,
2455,162,SysID_1998,22q12.2,1,AP1B1,"adaptor related protein complex 1 subunit beta 1","ADTB1, AP105A, BAM22, CLAPB2, KIDAR",600157,ENSG00000100280,02541,554,1,
2456,2302,SysID_1999,17q25.1,1,FOXJ1,"forkhead box J1","CILD43, FKHL13, HFH-4, HFH4",602291,ENSG00000129654,03798,3816,0,
2457,9922,SysID_2000,3p25.2-p25.1,1,IQSEC1,"IQ motif and Sec7 domain ArfGEF 1","ARF-GEP100, ARFGEP100, BRAG2, GEP100, IDDSSBA",610166,ENSG00000144711,11052,29112,1,
2458,9725,SysID_2001,1q42.12,1,TMEM63A,"transmembrane protein 63A","HLD19, KIAA0792",618685,ENSG00000196187,13817,29118,0,
2459,79576,SysID_2002,Xq24,1,NKAP,"NFKB activating protein",MRXSHD,300766,ENSG00000101882,06666,29873,0,
2460,1000,SysID_2003,18q12.1,1,CDH2,"cadherin 2","ACOGS, ARVD14, CD325, CDHN, CDw325, NCAD",114020,ENSG00000170558,00226,1759,1,
2461,23184,SysID_2004,15q25.1,1,MESD,"mesoderm development LRP chaperone","BOCA, MESDC2, OI20",607783,ENSG00000117899,12129,13520,0,
2462,2806,SysID_2005,16q21,1,GOT2,"glutamic-oxaloacetic transaminase 2","DEE82, KAT4, KATIV, KYAT4, mitAAT",138150,ENSG00000125166,00684,4433,1,
2463,1656,SysID_2006,11q23.3,1,DDX6,"DEAD-box helicase 6","HLR2, IDDILF, P54, RCK, Rck/p54",600326,ENSG00000110367,02638,2747,1,
2464,23291,SysID_2007,5q35.1,1,FBXW11,"F-box and WD repeat domain containing 11","BTRC2, BTRCP2, FBW1B, FBXW1B, Fbw11, Hos, NEDJED",605651,ENSG00000072803,07294,13607,0,
2465,57020,SysID_2008,16p12.3,1,VPS35L,"VPS35 endosomal protein sorting factor like","C16orf62, EC97, RTSC3",618981,ENSG00000103544,14455,24641,0,
2466,51075,SysID_2009,11q12.1,1,TMX2,"thioredoxin related transmembrane protein 2","CGI-31, NEDMCMS, PDIA12, PIG26, TXNDC14",616715,ENSG00000213593,NULL,30739,0,
2467,192683,SysID_2010,15q24.2,1,SCAMP5,"secretory carrier membrane protein 5",-,613766,ENSG00000198794,18020,30386,0,
2468,26019,SysID_2011,10p14,1,UPF2,"UPF2 regulator of nonsense mediated mRNA decay","HUPF2, RENT2, smg-3",605529,ENSG00000151461,10405,17854,0,
2469,4190,SysID_2012,2p15,1,MDH1,"malate dehydrogenase 1","DEE88, EIEE88, HEL-S-32, KAR, MDH-s, MDHA, MGC:1375, MOR2",154200,ENSG00000014641,01100,6970,1,
2470,170825,SysID_2013,4q12,1,GSX2,"GS homeobox 2","DMJDS2, GSH2",616253,ENSG00000180613,13612,24959,0,
2471,56899,SysID_2014,12q23.1,1,ANKS1B,"ankyrin repeat and sterile alpha motif domain containing 1B","AIDA, AIDA-1, ANKS2, EB-1, EB1, cajalin-2",607815,ENSG00000185046,07426,24600,1,
2472,6635,SysID_2015,1q32.1,1,SNRPE,"small nuclear ribonucleoprotein polypeptide E","HYPT11, SME, Sm-E, snRNP-E",128260,ENSG00000182004,00548,11161,0,
2473,55907,SysID_2016,12p12.1,1,CMAS,"cytidine monophosphate N-acetylneuraminic acid synthetase",CSS,603316,ENSG00000111726,04501,18290,0,
2474,9037,SysID_2017,5p15.31,1,SEMA5A,"semaphorin 5A","SEMAF, semF",609297,ENSG00000112902,10219,10736,0,
2475,8218,SysID_2018,22q11.21,1,CLTCL1,"clathrin heavy chain like 1","CHC22, CLH22, CLTCL, CLTD",601273,ENSG00000070371,03172,2093,0,
2476,2783,SysID_2019,7q22.1,1,GNB2,"G protein subunit beta 2",-,139390,ENSG00000172354,11820,4398,1,
2477,5159,SysID_2020,5q32,1,PDGFRB,"platelet derived growth factor receptor beta","CD140B, IBGC4, IMF1, JTK12, KOGS, PDGFR, PDGFR-1, PDGFR1, PENTT",173410,ENSG00000113721,01423,8804,0,
2478,9201,SysID_2021,13q13.3,1,DCLK1,"doublecortin like kinase 1","CL1, CLICK1, DCAMKL1, DCDC3A, DCLK",604742,ENSG00000133083,09202,2700,1,
2479,79631,SysID_2022,15q25.2,1,EFL1,"elongation factor like GTPase 1","EFTUD1, FAM42A, HsT19294, RIA1, SDS2",617538,ENSG00000140598,07812,25789,0,
2480,58499,SysID_2023,9q31.2,1,ZNF462,"zinc finger protein 462","WSKA, ZFPIP, Zfp462",617371,ENSG00000148143,10333,21684,0,
2481,22808,SysID_2024,3q22.3,1,MRAS,"muscle RAS oncogene homolog","M-RAs, NS11, R-RAS3, RRAS3",608435,ENSG00000158186,06662,7227,1,
2482,10010,SysID_2025,2q24.2,1,TANK,"TRAF family member associated NFKB activator","I-TRAF, ITRAF, TRAF2",603893,ENSG00000136560,04870,11562,0,
2483,55074,SysID_2026,8q23.1,1,OXR1,"oxidation resistance 1","CHEGDD, Nbla00307, TLDC3",605609,ENSG00000164830,16126,15822,1,
2484,51594,SysID_2027,2p24.3,1,NBAS,"NBAS subunit of NRZ tethering complex","ILFS2, NAG, SOPH",608025,ENSG00000151779,10473,15625,0,
2485,128486,SysID_2028,20q13.12,1,FITM2,"fat storage inducing transmembrane protein 2","C20orf142, Fit2, SIDDIS, dJ881L22.2",612029,ENSG00000197296,NULL,16135,0,
2486,57215,SysID_2029,16q22.1,1,THAP11,"THAP domain containing 11","CTG-B43a, CTG-B45d, HRIHFB2206, RONIN",609119,ENSG00000168286,11629,23194,0,
2487,387119,SysID_2030,6q22.31,1,CEP85L,"centrosomal protein 85 like","C6orf204, LIS10, NY-BR-15, bA57K17.2",618865,ENSG00000111860,12874,21638,0,
2488,58494,SysID_2031,21q21.3,1,JAM2,"junctional adhesion molecule 2","C21orf43, CD322, IBGC8, JAM-B, JAMB, PRO245, VE-JAM, VEJAM",606870,ENSG00000154721,06041,14686,0,
2489,8405,SysID_2032,17q21.33,1,SPOP,"speckle type BTB/POZ protein","BTBD32, NEDMACE, NEDMIDF, NSDVS1, NSDVS2, TEF2",602650,ENSG00000121067,16004,11254,0,
2490,26007,SysID_2033,11q12.2,1,TKFC,"triokinase and FMN cyclase","DAK, NET45, TKFCD",615844,ENSG00000149476,13180,24552,0,
2491,55191,SysID_2034,11q13.4,1,NADSYN1,"NAD synthetase 1",VCRL3,608285,ENSG00000172890,16309,29832,0,
2492,4659,SysID_2035,12q21.2-q21.31,1,PPP1R12A,"protein phosphatase 1 regulatory subunit 12A","GUBS, M130, MBS, MYPT1",602021,ENSG00000058272,03606,7618,1,
2493,7386,SysID_2036,19q12,1,UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1","MC3DN10, RIP1, RIS1, RISP, UQCR5",191327,ENSG00000169021,01874,12587,1,
2494,284184,SysID_2037,17q25.3,1,NDUFAF8,"NADH:ubiquinone oxidoreductase complex assembly factor 8","C17orf89, MC1DN34",618461,ENSG00000224877,NULL,33551,0,
2495,51399,SysID_2038,11q23.3,1,TRAPPC4,"trafficking protein particle complex subunit 4","CGI-104, HSPC172, NEDESBA, PTD009, SBDN, SYNBINDIN, TRS23",610971,ENSG00000196655,18220,19943,0,
2496,5833,SysID_2039,17q25.3,1,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine","ET, SPG82",602679,ENSG00000185813,04059,8756,0,
2497,11198,SysID_2040,14q11.2,1,SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit","CDC68, FACTP140, SPT16, SPT16/CDC68",605012,ENSG00000092201,16088,11465,0,
2498,2657,SysID_2041,19p13.11,1,GDF1,"growth differentiation factor 1","CERS1, CHTD6, DORV, DTGA3, LAG1, LASS1, RAI, UOG1",602880,ENSG00000130283,04194,4214,0,
2499,10940,SysID_2042,8q22.2,1,POP1,"POP1 homolog, ribonuclease P/MRP subunit",ANXD2,602486,ENSG00000104356,03923,30129,0,
2500,7030,SysID_2043,Xp11.23,1,TFE3,"transcription factor binding to IGHM enhancer 3","RCCP2, RCCX1, TFEA, bHLHe33",314310,ENSG00000068323,02439,11752,0,
2501,23512,SysID_2044,17q11.2,1,SUZ12,"SUZ12 polycomb repressive complex 2 subunit","CHET9, IMMAS, JJAZ1",606245,ENSG00000178691,06949,17101,0,
2502,23194,SysID_2045,5p15.1,1,FBXL7,"F-box and leucine rich repeat protein 7","FBL6, FBL7",605656,ENSG00000183580,05740,13604,0,
2503,57393,SysID_2046,Xp22.2,1,CLTRN,"collectrin, amino acid transport regulator","NX-17, NX17, TMEM27",300631,ENSG00000147003,06668,29437,0,
2504,80173,SysID_2047,9p21.2,1,IFT74,"intraflagellar transport 74","CCDC2, CMG-1, CMG1",608040,ENSG00000096872,09727,21424,0,
2505,63932,SysID_2048,Xq24,1,STEEP1,"STING1 ER exit protein 1","CXorf56, MRX107, STEEP",301012,ENSG00000018610,06541,26239,0,
2506,8363,SysID_2049,6p22.1,1,H4C11,"H4 clustered histone 11","H4-16, H4/e, H4C1, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, H4F2iv, H4FE, HIST1H4J, dJ160A22.2",602826,ENSG00000197238,11917,4785,0,
2507,84265,SysID_2050,1q21.1,1,POLR3GL,"RNA polymerase III subunit GL","RPC32HOM, SOFM, flj32422",617457,ENSG00000121851,14546,28466,0,
2508,5689,SysID_2051,6q27,1,PSMB1,"proteasome 20S subunit beta 1","HC5, PMSB1, PSC5",602017,ENSG00000008018,03603,9537,0,
2509,55651,SysID_2052,5q35.3,1,NHP2,"NHP2 ribonucleoprotein","DKCB2, NHP2P, NOLA2",606470,ENSG00000145912,07570,14377,0,
2510,360200,SysID_2053,19p13.3,1,TMPRSS9,"transmembrane serine protease 9",-,610477,ENSG00000178297,07124,30079,0,
2511,10606,SysID_2054,4q12,1,PAICS,"phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase","ADE2, ADE2H1, AIRC, PAIS",172439,ENSG00000128050,01401,8587,1,
2512,29994,SysID_2055,2q24.2,1,BAZ2B,"bromodomain adjacent to zinc finger domain 2B",WALp4,605683,ENSG00000226266,09295,963,0,
2513,387,SysID_2056,3p21.31,1,RHOA,"ras homolog family member A","ARH12, ARHA, EDFAOB, RHO12, RHOH12",165390,ENSG00000067560,01323,667,1,
2514,55790,SysID_2057,8p21.3,1,CSGALNACT1,"chondroitin sulfate N-acetylgalactosaminyltransferase 1","CSGalNAcT-1, ChGn, ChGn-1, SDJLABA, beta4GalNAcT",616615,ENSG00000147408,13114,24290,0,
2515,785,SysID_2058,2q23.3,1,CACNB4,"calcium voltage-gated channel auxiliary subunit beta 4","CAB4, CACNLB4, EA5, EIG9, EJM, EJM4, EJM6",601949,ENSG00000182389,09057,1404,1,
2516,375056,SysID_2059,1q41,1,MIA3,"MIA SH3 domain ER export factor 3","ARNT, D320, ODCD2, TANGO, TANGO1, UNQ6077",613455,ENSG00000154305,NULL,24008,0,
2517,51588,SysID_2060,19p13.3,1,PIAS4,"protein inhibitor of activated STAT 4","PIAS-gamma, PIASY, Piasg, ZMIZ6",605989,ENSG00000105229,06910,17002,0,
2518,221037,SysID_2061,10q21.3,1,JMJD1C,"jumonji domain containing 1C","KDM3C, TRIP-8, TRIP8",604503,ENSG00000171988,05141,12313,0,
2519,57589,SysID_2062,9p24.1,1,RIC1,"RIC1 homolog, RAB6A GEF complex partner 1","CATIFA, CIP150, KIAA1432, bA207C16.1",610354,ENSG00000107036,13858,17686,0,
2520,4000,SysID_2063,1q22,1,LMNA,"lamin A/C","CDCD1, CDDC, CMD1A, CMT2B1, EMD2, FPL, FPLD, FPLD2, HGPS, IDC, LDP1, LFP, LGMD1B, LMN1, LMNC, LMNL1, MADA, PRO1",150330,ENSG00000160789,01035,6636,0,
2521,2547,SysID_2064,22q13.2,1,XRCC6,"X-ray repair cross complementing 6","CTC75, CTCBF, G22P1, KU70, ML8, TLAA",152690,ENSG00000196419,01071,4055,0,
2522,3747,SysID_2065,12q21.1,1,KCNC2,"potassium voltage-gated channel subfamily C member 2",KV3.2,176256,ENSG00000166006,08883,6234,0,
2523,7360,SysID_2066,2p15,1,UGP2,"UDP-glucose pyrophosphorylase 2","DEE83, EIEE83, SVUGP2, UDPG, UDPGP, UDPGP2, UGP1, UGPP1, UGPP2, pHC379",191760,ENSG00000169764,08934,12527,1,
2524,55681,SysID_2067,12q23.1,1,SCYL2,"SCY1 like pseudokinase 2","AMC4, AMCNACC, CVAK104",616365,ENSG00000136021,07642,19286,0,
2525,23511,SysID_2068,9q34.11,1,NUP188,"nucleoporin 188","KIAA0169, SANDSTEF, hNup188",615587,ENSG00000095319,18582,17859,0,
2526,6520,SysID_2069,11q12.3,1,SLC3A2,"solute carrier family 3 member 2","4F2, 4F2HC, 4T2HC, CD98, CD98HC, MDU1, NACAE",158070,ENSG00000168003,01148,11026,1,
2527,8140,SysID_2070,16q24.2,1,SLC7A5,"solute carrier family 7 member 5","4F2LC, CD98, D16S469E, E16, LAT1, MPE16",600182,ENSG00000103257,02552,11063,0,
2528,23428,SysID_2071,14q11.2,1,SLC7A8,"solute carrier family 7 member 8","LAT2, LPI-PC1",604235,ENSG00000092068,11971,11066,0,
2529,51552,SysID_2072,9q33.2,1,RAB14,"RAB14, member RAS oncogene family","FBP, RAB-14",612673,ENSG00000119396,06693,16524,1,
2530,4209,SysID_2073,1q22,1,MEF2D,"myocyte enhancer factor 2D",-,600663,ENSG00000116604,02810,6997,0,
2531,2767,SysID_2074,19p13.3,1,GNA11,"G protein subunit alpha 11","FBH, FBH2, FHH2, GNA-11, HHC2, HYPOC2",139313,ENSG00000088256,00759,4379,1,
2532,6662,SysID_2075,17q24.3,1,SOX9,"SRY-box transcription factor 9","CMD1, CMPD1, SRA1, SRXX2, SRXY10",608160,ENSG00000125398,06427,11204,0,
2533,5525,SysID_2076,1q32.3,1,PPP2R5A,"protein phosphatase 2 regulatory subunit B'alpha","B56A, B56alpha, PR61A",601643,ENSG00000066027,03384,9309,0,
2534,23072,SysID_2077,7p14.1-p13,1,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",NEDL1,610384,ENSG00000002746,11385,22195,1,
2535,80205,SysID_2078,16q12.2,1,CHD9,"chromodomain helicase DNA binding protein 9","AD013, CHD-9, CReMM, KISH2, PRIC320",616936,ENSG00000177200,08570,25701,0,
2536,23358,SysID_2079,1p32.3,1,USP24,"ubiquitin specific peptidase 24",-,610569,ENSG00000162402,NULL,12623,0,
2537,7358,SysID_2080,4p14,1,UGDH,"UDP-glucose 6-dehydrogenase","DEE84, EIEE84, GDH, UDP-GlcDH, UDPGDH, UGD",603370,ENSG00000109814,04535,12525,0,
2538,9091,SysID_2081,16p13.3,1,PIGQ,"phosphatidylinositol glycan anchor biosynthesis class Q","DEE77, EIEE77, GPI1, c407A10.1",605754,ENSG00000007541,09307,14135,0,
2539,85465,SysID_2082,2p23.3,1,SELENOI,"selenoprotein I","EPT1, SELI, SEPI, SPG81",607915,ENSG00000138018,07616,29361,0,
2540,51271,SysID_2083,9p13.3,1,UBAP1,"ubiquitin associated protein 1","NAG20, SPG80, UAP, UBAP, UBAP-1",609787,ENSG00000165006,15597,12461,0,
2541,7345,SysID_2084,4p13,1,UCHL1,"ubiquitin C-terminal hydrolase L1","HEL-117, HEL-S-53, NDGOA, PARK5, PGP 9.5, PGP9.5, PGP95, SPG79, Uch-L1",191342,ENSG00000154277,01877,12513,1,
2542,10613,SysID_2085,10q24.31,1,ERLIN1,"ER lipid raft associated 1","C10orf69, Erlin-1, KE04, KEO4, SPFH1, SPG62",611604,ENSG00000107566,08502,16947,1,
2543,4858,SysID_2086,19q13.32,1,NOVA2,"NOVA alternative splicing regulator 2","ANOVA, NEDASB, NOVA-2, NOVA3",601991,ENSG00000104967,03588,7887,0,
2544,9718,SysID_2087,3q27.1,1,ECE2,"endothelin converting enzyme 2",EEF1AKMT4,610145,ENSG00000145194,09931,13275,0,
2545,5610,SysID_2088,2p22.2,1,EIF2AK2,"eukaryotic translation initiation factor 2 alpha kinase 2","EIF2AK1, LEUDEN, PKR, PPP1R83, PRKR",176871,ENSG00000055332,01468,9437,1,
2546,27102,SysID_2089,7p22.1,1,EIF2AK1,"eukaryotic translation initiation factor 2 alpha kinase 1","HCR, HRI, LEMSPAD, hHRI",613635,ENSG00000086232,10684,24921,0,
2547,84464,SysID_2091,16p13.3,1,SLX4,"SLX4 structure-specific endonuclease subunit","BTBD12, FANCP, MUS312",613278,ENSG00000188827,12537,23845,0,
2548,55187,SysID_2092,1p36.22-p36.21,1,VPS13D,"vacuolar protein sorting 13 homolog D",SCAR4,608877,ENSG00000048707,10593,23595,0,
2549,116113,SysID_2093,6p21.1,1,FOXP4,"forkhead box P4",hFKHLA,608924,ENSG00000137166,10600,20842,0,
2550,4298,SysID_2094,19p13.3,1,MLLT1,"MLLT1 super elongation complex subunit","ENL, LTG19, YEATS1",159556,ENSG00000130382,15933,7134,0,
2551,3799,SysID_2095,10p11.22,1,KIF5B,"kinesin family member 5B","HEL-S-61, KINH, KNS, KNS1, UKHC",602809,ENSG00000170759,07214,6324,1,
2552,84678,SysID_2096,12q24.31,1,KDM2B,"lysine demethylase 2B","CXXC2, FBXL10, Fbl10, JHDM1B, PCCX2",609078,ENSG00000089094,12362,13610,0,
2553,9699,SysID_2097,8q22.3,1,RIMS2,"regulating synaptic membrane exocytosis 2","CRSDS, OBOE, RAB3IP3, RIM2",606630,ENSG00000176406,09436,17283,0,
2554,55553,SysID_2098,11p15.2,1,SOX6,"SRY-box transcription factor 6","HSSOX6, SOXD, TOLCAS",607257,ENSG00000110693,06267,16421,0,
2555,6608,SysID_2099,7q32.1,1,SMO,"smoothened, frizzled class receptor","CRJS, FZD11, Gx, PHLS, SMOH",601500,ENSG00000128602,03294,11119,0,
2556,23097,SysID_2100,6q21,1,CDK19,"cyclin dependent kinase 19","CDC2L6, CDK11, DEE87, EIEE87, bA346C16.3",614720,ENSG00000155111,07627,19338,0,
2557,104,SysID_2101,21q22.3,1,ADARB1,"adenosine deaminase RNA specific B1","ADAR2, DRABA2, DRADA2, NEDHYMS, RED1",601218,ENSG00000197381,06777,226,0,
2558,10026,SysID_2102,1p31.1,1,PIGK,"phosphatidylinositol glycan anchor biosynthesis class K","GPI8, NEDHCAS",605087,ENSG00000142892,05474,8965,0,
2559,375387,SysID_2103,3q29,1,NRROS,"negative regulator of reactive oxygen species","ELLP3030, GARPL1, LRRC33, SENEBAC, UNQ3030",615322,ENSG00000174004,17452,24613,0,
2560,23102,SysID_2104,15q24.3-q25.1,1,TBC1D2B,"TBC1 domain family member 2B",-,619152,ENSG00000167202,08310,29183,0,
2561,3035,SysID_2105,5q31.3,1,HARS1,"histidyl-tRNA synthetase 1","CMT2W, HARS, HRS, USH3B",142810,ENSG00000170445,00827,4816,0,
2562,9231,SysID_2106,10q22.3,1,DLG5,"discs large MAGUK scaffold protein 5","LP-DLG, P-DLG5, PDLG",604090,ENSG00000151208,04972,2904,0,
2563,55107,SysID_2107,11q13.3,1,ANO1,"anoctamin 1","DOG1, ORAOV2, TAOS2, TMEM16A",610108,ENSG00000131620,18202,21625,0,
2564,79135,SysID_2108,Xp22.11,1,APOO,"apolipoprotein O","FAM121B, MIC26, MICOS26, Mic23, My025",300753,ENSG00000184831,06657,28727,0,
2565,23165,SysID_2109,7q33,1,NUP205,"nucleoporin 205","C7orf14, NPHS13",614352,ENSG00000155561,17653,18658,0,
2566,29968,SysID_2110,9q21.2,1,PSAT1,"phosphoserine aminotransferase 1","EPIP, NLS2, PSA, PSAT, PSATD",610936,ENSG00000135069,17918,19129,0,
2567,55626,SysID_2111,11p11.2,1,AMBRA1,"autophagy and beclin 1 regulator 1","DCAF3, WDR94",611359,ENSG00000110497,10975,25990,0,
2568,139285,SysID_2112,Xq11.2,1,AMER1,"APC membrane recruitment protein 1","FAM123B, OSCS, WTX",300647,ENSG00000184675,06565,26837,0,
2569,8884,SysID_2113,2p23.3,1,SLC5A6,"solute carrier family 5 member 6","NERIB, SMVT",604024,ENSG00000138074,04934,11041,0,
2570,84148,SysID_2114,16p11.2,1,KAT8,"lysine acetyltransferase 8","LIGOWS, MOF, MYST1, ZC2HC8, hMOF",609912,ENSG00000103510,11381,17933,0,
2571,3798,SysID_2115,12q13.3,1,KIF5A,"kinesin family member 5A","ALS25, D12S1889, MY050, NEIMY, NKHC, SPG10",602821,ENSG00000155980,09108,6323,1,
2572,80207,SysID_2116,19q13.32,1,OPA3,"outer mitochondrial membrane lipid metabolism regulator OPA3",MGA3,606580,ENSG00000125741,05956,8142,0,
2573,523,SysID_2117,3q13.31,1,ATP6V1A,"ATPase H+ transporting V1 subunit A","ARCL2D, ATP6A1, ATP6V1A1, DEE93, HO68, IECEE3, VA68, VPP2, Vma1",607027,ENSG00000114573,06120,851,1,
2574,10283,SysID_2118,5q12.3,1,CWC27,"CWC27 spliceosome associated cyclophilin","NY-CO-10, RPSKA, SDCCAG-10, SDCCAG10",617170,ENSG00000153015,11541,10664,0,
2575,129563,SysID_2119,2q37.1,1,DIS3L2,"DIS3 like 3'-5' exoribonuclease 2","FAM6A, PRLMNS, hDIS3L2",614184,ENSG00000144535,14619,28648,0,
